,city_state_country,geopy location,coordinates
265,"West Simsbury, CT, USA","West Simsbury, Collinsville, Simsbury, Hartford County, Connecticut, 06092, United States","(41.875887500000005, -72.8432752649851)"
266,"Hampton, CT, USA","Hampton, Windham County, Connecticut, 06247, United States","(41.7839873, -72.0547977)"
267,"Sandy Hook, CT, USA","Sandy Hook, Newtown, Fairfield County, Connecticut, 06482, United States","(41.4200956, -73.2820608)"
268,"Woodstock, CT, USA","Woodstock, Windham County, Connecticut, United States","(41.9484307, -71.9739626)"
269,"Danbury, CT, USA","Danbury, Fairfield County, Connecticut, United States","(41.394817, -73.4540111)"
270,"Somers, CT, USA","Somers, Tolland County, Connecticut, 06071, United States","(41.9853742, -72.4461952)"
271,"Colchester, CT, USA","Colchester, New London County, Connecticut, United States","(41.579503, -72.341581249226)"
272,"Torrington, CT, USA","Torrington, Litchfield County, Connecticut, United States","(41.8006523, -73.1212214)"
273,"South Windsor, CT, USA","South Windsor, Hartford County, Connecticut, United States","(41.8489872, -72.5717551)"
274,"Brookfield, CT, USA","Brookfield, Fairfield County, Connecticut, 06804, United States","(41.4825947, -73.4095652)"
275,"Derby, CT, USA","Derby, New Haven County, Connecticut, United States","(41.3223611, -73.0890324)"
276,"Bridgeport, CT, USA","Bridgeport, Fairfield County, Connecticut, United States","(41.1670412, -73.2048348)"
277,"Orange, CT, USA","Orange, New Haven County, Connecticut, 06477, United States","(41.2784304, -73.0256609)"
278,"Roxbury, CT, USA","Roxbury, Litchfield County, Connecticut, 06783, United States","(41.5568282, -73.3088922)"
279,"Cheshire, CT, USA","Cheshire, New Haven County, Connecticut, 06410, United States","(41.4989861, -72.900658)"
280,"Plainville, CT, USA","Plainville, Hartford County, Connecticut, 06062, United States","(41.6711395, -72.8672429)"
281,"Durham, CT, USA","Durham, Middlesex County, Connecticut, 06422, United States","(41.4817647, -72.6812059)"
282,"Westport, CT, USA","Westport, Fairfield County, Connecticut, 06880, United States","(41.1414855, -73.3578955)"
283,"Trumbull, CT, USA","Trumbull, Fairfield County, Connecticut, United States","(41.2428742, -73.2006687)"
284,"Stafford Springs, CT, USA","Stafford Springs, Stafford, Tolland County, Connecticut, United States","(41.9622362, -72.3128198589965)"
285,"middletown, CT, USA","Middletown, Middlesex County, Connecticut, United States","(41.5623178, -72.6509061)"
286,"BALTIC, CT, USA","Baltic, Sprague, New London County, Connecticut, 06330, United States","(41.6170428, -72.0845212)"
287,"East Hartford, CT, USA","East Hartford, Hartford County, Connecticut, United States","(41.7823216, -72.6120346)"
288,"Lyme, CT, USA","Lyme, New London County, Connecticut, 06371:06423, United States","(41.3910989, -72.35115313007137)"
289,"Salem, CT, USA","Salem, New London County, Connecticut, United States","(41.491269, -72.2762084)"
290,"Wethersfield, CT, USA","Wethersfield, Hartford County, Connecticut, 06109, United States","(41.7142665, -72.6525922)"
291,"Stratford, CT, USA","Stratford, Fairfield County, Connecticut, United States","(41.1845415, -73.1331651)"
292,"Higganum, CT, USA","Higganum, Haddam, Middlesex County, Connecticut, United States","(41.485547499999996, -72.54889997238658)"
293,"Guilford, CT, USA","Guilford, New Haven County, Connecticut, United States","(41.2889866, -72.6817616)"
294,"Hamden, CT, USA","Hamden, New Haven County, Connecticut, United States","(41.3959287, -72.8968716)"
295,"Southington, CT, USA","Southington, Hartford County, Connecticut, United States","(41.6005435, -72.8782941)"
296,"Canton, CT, USA","Canton, Hartford County, Connecticut, United States","(41.8245424, -72.8937122)"
297,"Portland, CT, USA","Portland, Middlesex County, Connecticut, 06480, United States","(41.5728924, -72.6406905)"
298,"North Franklin, CT, USA","North Franklin, Franklin, New London County, Connecticut, 06254, United States","(41.6334318, -72.1634114)"
299,"Seymour, CT, USA","Seymour, New Haven County, Connecticut, 06483, United States","(41.3943578, -73.0741697)"
300,"Storrs, CT, USA","Storrs, Mansfield, Tolland County, Connecticut, United States","(41.80564555, -72.25413294148728)"
301,"Woodbridge, CT, USA","Woodbridge, New Haven County, Connecticut, United States","(41.352597, -73.0084385)"
302,"Brooklyn, CT, USA","Brooklyn, Windham County, Connecticut, United States","(41.7881541, -71.9497957)"
303,"East Haddam, CT, USA","East Haddam, Middlesex County, Connecticut, United States","(41.4529215, -72.4613902)"
304,"South Kent, CT, USA","South Kent, Kent, Litchfield County, Connecticut, 06785, United States","(41.6795386, -73.470679)"
305,"Ivoryton, CT, USA","Ivoryton, Essex, Middlesex County, Connecticut, 06442, United States","(41.3485261, -72.4416552)"
306,"New Haven, CT, USA","New Haven, New Haven County, Connecticut, United States","(41.3082138, -72.9250518)"
307,"Plymouth, CT, USA","Plymouth, Litchfield County, Connecticut, United States","(41.6720418, -73.0528853)"
308,"Kent, CT, USA","Kent, Litchfield County, Connecticut, United States","(41.724646, -73.4770859)"
309,"Goshen, CT, USA","Goshen, Litchfield County, Connecticut, 06756, United States","(41.8317624, -73.2251145)"
310,"Marlborough, CT, USA","Marlborough, Hartford County, Connecticut, 06447, United States","(41.631488, -72.459808)"
311,"Middlebury, CT, USA","Middlebury, New Haven County, Connecticut, 06762, United States","(41.5278742, -73.1276107)"
312,"Wilton, CT, USA","Wilton, Fairfield County, Connecticut, United States","(41.1953739, -73.4378988)"
313,"Mansfield, CT, USA","Mansfield, Tolland County, Connecticut, United States","(41.7782147, -72.2131565)"
314,"Thomaston, CT, USA","Thomaston, Litchfield County, Connecticut, 06787, United States","(41.6739862, -73.073164)"
315,"Ellington, CT, USA","Ellington, Tolland County, Connecticut, 06029, United States","(41.9039863, -72.4698071)"
316,"New Hartford, CT, USA","New Hartford, Litchfield County, Connecticut, United States","(41.8823187, -72.9770488)"
317,"Bloomfield, CT, USA","Bloomfield, Hartford County, Connecticut, 06002, United States","(41.826488, -72.7300945)"
318,"Mystic, CT, USA","Mystic, Stonington, New London County, Connecticut, 06355, United States","(41.3576184, -71.95637624049274)"
319,"Falls Village, CT, USA","New Milford, Litchfield County, Connecticut, United States","(41.5770993, -73.4105803)"
320,"westport, CT, USA","Westport, Fairfield County, Connecticut, 06880, United States","(41.1414855, -73.3578955)"
321,"Willimantic, CT, USA","Willimantic, Windham, Windham County, Connecticut, 06226, United States","(41.713125, -72.217885)"
322,"Bethany, CT, USA","Bethany, New Haven County, Connecticut, United States","(41.4217637, -72.9970496)"
323,"Simsbury, CT, USA","Simsbury, Hartford County, Connecticut, United States","(41.8759152, -72.8012211)"
324,"Berlin, CT, USA","Berlin, Hartford County, Connecticut, United States","(41.621488, -72.7456519)"
325,"mansfield, CT, USA","Mansfield, Tolland County, Connecticut, United States","(41.7782147, -72.2131565)"
326,"SOUTHPORT, CT, USA","Southport, Fairfield, Fairfield County, Connecticut, 06890-1496, United States","(41.1364856, -73.2834486)"
327,"Bethel, CT, USA","Bethel, Fairfield County, Connecticut, 06801, United States","(41.372643, -73.412668)"
328,"South Glastonbury, CT, USA","South Glastonbury, Glastonbury, Hartford County, Connecticut, 06073, United States","(41.6665303, -72.6028252)"
329,"Hebron, CT, USA","Hebron, Tolland County, Connecticut, United States","(41.6578767, -72.3659161)"
330,"West Hartford, CT, USA","West Hartford, Hartford County, Connecticut, United States","(41.7620447, -72.7420399)"
331,"Canaan, CT, USA","Canaan, Litchfield County, Connecticut, 06031, United States","(41.9616667, -73.3083333)"
332,"Mansfield Center, CT, USA","Mansfield Center, Mansfield, Tolland County, Connecticut, 06250, United States","(41.7653764, -72.1981334)"
333,"Rocky Hill, CT, USA","Rocky Hill, Hartford County, Connecticut, 06067, United States","(41.6648216, -72.6392587)"
334,"Voluntown, CT, USA","Voluntown, New London County, Connecticut, United States","(41.5706544, -71.8703497)"
335,"New London, CT, USA","New London, New London County, Connecticut, 06320, United States","(41.3556187, -72.0997804)"
336,"Clinton, CT, USA","Clinton, Middlesex County, Connecticut, United States","(41.2756115, -72.52853197757256)"
337,"Pomfret Center, CT, USA","Pomfret Center, Pomfret, Windham County, Connecticut, 06258, United States","(41.88732, -71.962018)"
338,"Terryville, CT, USA","Terryville, Plymouth, Litchfield County, Connecticut, United States","(41.6777725, -73.00785330796569)"
339,"Southbury, CT, USA","Southbury, New Haven County, Connecticut, United States","(41.4814848, -73.2131693)"
340,"Bolton, CT, USA","Bolton, Tolland County, Connecticut, United States","(41.7689878, -72.4334173)"
341,"Lisbon, CT, USA","Lisbon, New London County, Connecticut, 06351-3253, United States","(41.5866851, -72.0207809)"
342,"Suffield, CT, USA","Suffield, Hartford County, Connecticut, United States","(41.9816944, -72.6506604)"
343,"danbury, CT, USA","Danbury, Fairfield County, Connecticut, United States","(41.394817, -73.4540111)"
344,"Norwalk, CT, USA","Norwalk, Fairfield County, Connecticut, United States","(41.1175966, -73.4078968)"
345,"Griswold, CT, USA","Griswold, New London County, Connecticut, United States","(41.6035026, -71.9622443)"
346,"Litchfield, CT, USA","Litchfield, Litchfield County, Connecticut, United States","(41.747319, -73.1887243)"
347,"North Haven, CT, USA","North Haven, New Haven County, Connecticut, 06473, United States","(41.3909305, -72.859545)"
348,"Central Village, CT, USA","Central Village, Plainfield, Windham County, Connecticut, 06332, United States","(41.7227671, -71.9068859)"
349,"Lakeville, CT, USA","Lakeville, Salisbury, Litchfield County, Connecticut, 06039, United States","(41.9645371, -73.4401214)"
350,"Darien, CT, USA","Darien, Fairfield County, Connecticut, 06820, United States","(41.0787079, -73.4692873)"
351,"Quaker Hill, CT, USA","Quaker Hill, Waterford, New London County, Connecticut, 06375, United States","(41.4036987, -72.1061564)"
352,"East Hampton, CT, USA","East Hampton, Middlesex County, Connecticut, 06424, United States","(41.5744405, -72.49192364130434)"
353,"East windsor, CT, USA","East Windsor, Hartford County, Connecticut, United States","(41.9156316, -72.6130726)"
354,"Uncasville, CT, USA","Uncasville, Montville, New London County, Connecticut, 06382, United States","(41.4345426, -72.1097996)"
355,"Morris, CT, USA","Morris, Litchfield County, Connecticut, United States","(41.6842633, -73.1962245)"
356,"Woodbury, CT, USA","Woodbury, Litchfield County, Connecticut, 06798, United States","(41.5445404, -73.2090025)"
357,"Ledyard, CT, USA","Ledyard, New London County, Connecticut, United States","(41.4386053, -72.0175193)"
358,"Plantsville, CT, USA","Plantsville, Southington, Hartford County, Connecticut, 06479, United States","(41.583709, -72.8923241)"
359,"Haddam, CT, USA","Haddam, Middlesex County, Connecticut, United States","(41.4773213, -72.5120333)"
360,"Dayville, CT, USA","Dayville, Killingly, Windham County, Connecticut, United States","(41.8464872, -71.8875721)"
361,"Amston, CT, USA","Amston, Hebron, Tolland County, Connecticut, 06231:06249, United States","(41.625348, -72.3427569)"
362,"Baltic, CT, USA","Baltic, Sprague, New London County, Connecticut, 06330, United States","(41.6170428, -72.0845212)"
363,"Enfield, CT, USA","Enfield, Hartford County, Connecticut, United States","(41.9789387, -72.5755109)"
364,"Plainfield, CT, USA","Plainfield, Windham County, Connecticut, United States","(41.6764876, -71.915073)"
365,"East Granby, CT, USA","East Granby, Hartford County, Connecticut, 06026, United States","(41.9412081, -72.7273158)"
366,"Naugatuck, CT, USA","Naugatuck, New Haven County, Connecticut, 06770, United States","(41.4860186, -73.0509432)"
367,"Willington, CT, USA","Willington, Tolland County, Connecticut, 06279, United States","(41.874428, -72.2598935)"
368,"Bantam, CT, USA","Bantam, Litchfield, Litchfield County, Connecticut, United States","(41.724946, -73.24225915366614)"
369,"E. Granby, CT, USA","East Granby, Hartford County, Connecticut, 06026, United States","(41.9412081, -72.7273158)"
370,"Windsor, CT, USA","Windsor, Hartford County, Connecticut, 06095, United States","(41.8525984, -72.6437022)"
371,"Franklin, CT, USA","Franklin, New London County, Connecticut, 06254, United States","(41.6089873, -72.1459112)"
372,"Ashford, CT, USA","Ashford, Windham County, Connecticut, United States","(41.8731532, -72.1214653)"
373,"East Lyme, CT, USA","East Lyme, New London County, Connecticut, United States","(41.3569909, -72.2258709)"
374,"oxford, CT, USA","Oxford, New Haven County, Connecticut, United States","(41.4351795, -73.1172769)"
375,"Sharon, CT, USA","Sharon, Litchfield County, Connecticut, 06069, United States","(41.8792599, -73.4767897)"
376,"West Cornwall, CT, USA","West Cornwall, Cornwall, Litchfield County, Connecticut, 06796, United States","(41.8714831, -73.3617859)"
377,"New Preston, CT, USA","New Preston, Litchfield County, Connecticut, 06777, United States","(41.6791805, -73.35574608037183)"
378,"Granby, CT, USA","Granby, Hartford County, Connecticut, United States","(41.9539855, -72.7887071)"
379,"Redding, CT, USA","Redding, Fairfield County, Connecticut, United States","(41.3025956, -73.3834532)"
380,"Gaylordsville, CT, USA","Gaylordsville, New Milford, Litchfield County, Connecticut, 06755, United States","(41.646483, -73.4842905)"
381,"Hartford, CT, USA","Hartford, Hartford County, Connecticut, United States","(41.764582, -72.6908547)"
382,"Gales Ferry, CT, USA","Gales Ferry, Ledyard, New London County, Connecticut, 06335, United States","(41.4298204, -72.0820212)"
383,"Winsted, CT, USA","Winsted, Winchester, Litchfield County, Connecticut, 06098, United States","(41.927511, -73.07178492682925)"
384,"Kensington, CT, USA","Kensington, Berlin, Hartford County, Connecticut, 06037, United States","(41.627159500000005, -72.77203315444712)"
385,"norwalk, CT, USA","Norwalk, Fairfield County, Connecticut, United States","(41.1175966, -73.4078968)"
386,"Broad Brook, CT, USA","Broad Brook, East Windsor, Hartford County, Connecticut, 06016, United States","(41.90854915, -72.54116814978696)"
387,"Cromwell, CT, USA","Cromwell, Middlesex County, Connecticut, 06416, United States","(41.5949942, -72.6455665)"
388,"Colebrook, CT, USA","Colebrook, Litchfield County, Connecticut, United States","(41.9895388, -73.0956646)"
389,"Oakdale, CT, USA","Oakdale, Montville, New London County, Connecticut, 06370, United States","(41.4662093, -72.1573008)"
390,"Putnam, CT, USA","Putnam, Windham County, Connecticut, United States","(41.9153094, -71.9092563)"
391,"Waterbury, CT, USA","Waterbury, New Haven County, Connecticut, 06701, United States","(41.5538091, -73.0438362)"
392,"Windsor Locks, CT, USA","Windsor Locks, Hartford County, Connecticut, United States","(41.9281305, -72.643631)"
393,"Watertown, CT, USA","Watertown, Litchfield County, Connecticut, United States","(41.6062078, -73.1181658)"
394,"Jewett City, CT, USA","Jewett City, Griswold, New London County, Connecticut, United States","(41.6067651, -71.9809081)"
395,"KILLINGWORTH, CT, USA","Killingworth, Middlesex County, Connecticut, United States","(41.3581545, -72.5637023)"
396,"Lakeside, CT, USA","Lakeside, Morris, Litchfield County, Connecticut, 06758, United States","(41.6823258, -73.2373)"
397,"colchester, CT, USA","Colchester, New London County, Connecticut, United States","(41.579503, -72.341581249226)"
398,"Burlington, CT, USA","Burlington, Hartford County, Connecticut, 06013, United States","(41.7692648, -72.9645484)"
399,"guilford, CT, USA","Guilford, New Haven County, Connecticut, United States","(41.2889866, -72.6817616)"
400,"Unionville, CT, USA","Unionville, Farmington, Hartford County, Connecticut, 06085-1185, United States","(41.7578769, -72.8862121)"
401,"Versailles, CT, USA","Versailles, Sprague, New London County, Connecticut, 06383, United States","(41.6004276, -72.0452311)"
402,"Prospect, CT, USA","Prospect, New Haven County, Connecticut, 06712, United States","(41.5023192, -72.9787163)"
403,"Noank, CT, USA","Noank, Groton, New London County, Connecticut, United States","(41.3278767, -71.9906292)"
404,"Chester, CT, USA","Chester, Middlesex County, Connecticut, 06412, United States","(41.4031547, -72.4509204)"
405,"East Hartland, CT, USA","East Hartland, Hartland, Hartford County, Connecticut, 06027, United States","(41.9989841, -72.9053787)"
406,"Oakville, CT, USA","Oakville, Watertown, Litchfield County, Connecticut, 06779, United States","(41.589782, -73.07858882598426)"
407,"Beacon Falls, CT, USA","Beacon Falls, New Haven County, Connecticut, 06403, United States","(41.4428745, -73.062608)"
