,city_state_country
6659,"Los Ranchos Albuquerque, NM, USA"
6660,"Madalena, NM, USA"
6661,"Hillsboro, NM, USA"
6662,"Rodarte, NM, USA"
6663,"Ojo Caliente, NM, USA"
6664,"Arenas Valley, NM, USA"
6665,"Pojaque, NM, USA"
6666,"Bayard, NM, USA"
6667,"Mimbres, NM, USA"
6668,"La Plata, NM, USA"
6669,"Albuq., NM, USA"
6670,"Chapparal, NM, USA"
6671,"Reserve, NM, USA"
6672,"Los Ranchos de Albuq., NM, USA"
6673,"High Rolls, NM, USA"
6674,"Budaghers, NM, USA"
6675,"Glenwood, NM, USA"
6676,"Vado, NM, USA"
6677,"Bosuqe Farms, NM, USA"
6678,"Las Mesa, NM, USA"
6679,"Cundiyo, NM, USA"
6680,"Canutillo, NM, USA"
6681,"Portales, NM, USA"
6682,"Albuq, NM, USA"
6683,"El Dorado, NM, USA"
6684,"Montezuma, NM, USA"
6685,"Tome, NM, USA"
6686,"Evergreen, NM, USA"
6687,"Algodones, NM, USA"
6688,"Ojo Sarco, NM, USA"
6689,"Hernandez, NM, USA"
6690,"Llano, NM, USA"
6691,"SF, NM, USA"
6692,"Albq, NM, USA"
6693,"Corrlaes, NM, USA"
6694,"Datil, NM, USA"
6695,"Blanco, NM, USA"
6696,"Vallecitos, NM, USA"
6697,"Canoncito, NM, USA"
6698,"Ovilla, NM, USA"
6699,"Palcitas, NM, USA"
6700,"Edegwood, NM, USA"
6701,"Rowe, NM, USA"
6702,"High Rolls Mountain Park, NM, USA"
6703,"Las Crcues, NM, USA"
6704,"White Oaks, NM, USA"
6705,"Stanly, NM, USA"
6706,"Regina, NM, USA"
6707,"Guadalupita, NM, USA"
6708,"Hondo Seco, NM, USA"
6709,"Hillboro, NM, USA"
6710,"Serafina, NM, USA"
6711,"silver city, NM, USA"
6712,"Santa Cruz, NM, USA"
6713,"Silver, NM, USA"
6714,"Grenville, NM, USA"
6715,"Newkirk, NM, USA"
6716,"WSMR, NM, USA"
6717,"Fair Acres, NM, USA"
6718,"Perkiomenville, PA, USA"
6719,"Elysburg, PA, USA"
6720,"Kempton, PA, USA"
6721,"Newtown, PA, USA"
6722,"Enon Valley, PA, USA"
6723,"Coplay, PA, USA"
6724,"Cochranville, PA, USA"
6725,"West Chester, PA, USA"
6726,"Boyertown, PA, USA"
6727,"Phoenixville, PA, USA"
6728,"Gilbertsville, PA, USA"
6729,"Hamburg, PA, USA"
6730,"York, PA, USA"
6731,"Philadelphia, PA, USA"
6732,"Eighty Four, PA, USA"
6733,"Lansdale, PA, USA"
6734,"Middleburg, PA, USA"
6735,"Wyomissing, PA, USA"
6736,"Cleona, PA, USA"
6737,"Seven Valleys, PA, USA"
6738,"Hatfield, PA, USA"
6739,"Bechtelsville, PA, USA"
6740,"Pottstown, PA, USA"
6741,"Sinking Spring, PA, USA"
6742,"Kennett Square, PA, USA"
6743,"Harrisburg, PA, USA"
6744,"Chadds Ford, PA, USA"
6745,"Wynnewood, PA, USA"
6746,"Lehighton, PA, USA"
6747,"Spring city, PA, USA"
6748,"New Hope, PA, USA"
6749,"Springfield, PA, USA"
6750,"Swarthmore, PA, USA"
6751,"Collegeville, PA, USA"
6752,"Bethlehem, PA, USA"
6753,"Churchville, PA, USA"
6754,"Glenolden, PA, USA"
6755,"Shermans Dale, PA, USA"
6756,"Coatesville, PA, USA"
6757,"Spring City, PA, USA"
6758,"Allentown, PA, USA"
6759,"Narberth, PA, USA"
6760,"Perkasie, PA, USA"
6761,"Fort Washington, PA, USA"
6762,"Waverly, PA, USA"
6763,"Adamstown, PA, USA"
6764,"Kutztown, PA, USA"
6765,"Schwenksville, PA, USA"
6766,"easton, PA, USA"
6767,"Slatington, PA, USA"
6768,"Horsham, PA, USA"
6769,"Dover, PA, USA"
6770,"Richboro, PA, USA"
6771,"Pipersville, PA, USA"
6772,"Royersford, PA, USA"
6773,"Jim thorpe, PA, USA"
6774,"Reading, PA, USA"
6775,"Upper Black Eddy, PA, USA"
6776,"West Grove, PA, USA"
6777,"Levittown, PA, USA"
6778,"Yardley, PA, USA"
6779,"Havertown, PA, USA"
6780,"Ambler, PA, USA"
6781,"Landenberg, PA, USA"
6782,"Glen Rock, PA, USA"
6783,"Winfield, PA, USA"
6784,"Blandon, PA, USA"
6785,"Shavertown, PA, USA"
6786,"Zieglersville, PA, USA"
6787,"Glenmore, PA, USA"
6788,"Lancaster, PA, USA"
6789,"Nazareth, PA, USA"
6790,"Jonestown, PA, USA"
6791,"Marysville, PA, USA"
6792,"Furlong, PA, USA"
6793,"Warrington, PA, USA"
6794,"Quakertown, PA, USA"
6795,"Doylestown, PA, USA"
6796,"Norristown, PA, USA"
6797,"Danielsville, PA, USA"
6798,"Mountain Top, PA, USA"
6799,"Coopersburg, PA, USA"
6800,"Shippensburg, PA, USA"
6801,"Lenhartsville, PA, USA"
6802,"Ararat, PA, USA"
6803,"Midland, PA, USA"
6804,"Chalfont, PA, USA"
6805,"Wayne, PA, USA"
6806,"Hershey, PA, USA"
6807,"Chambersburg, PA, USA"
6808,"Bloomsburg, PA, USA"
6809,"Harleysville, PA, USA"
6810,"Larksville, PA, USA"
6811,"Williamsport, PA, USA"
6812,"Wellsboro, PA, USA"
6813,"Palmerton, PA, USA"
6814,"Liverpool, PA, USA"
6815,"Athens, PA, USA"
6816,"Scranton, PA, USA"
6817,"Collingdale, PA, USA"
6818,"Herndon, PA, USA"
6819,"Avondale, PA, USA"
6820,"Hughesville, PA, USA"
6821,"Duncannon, PA, USA"
6822,"Annville, PA, USA"
6823,"Pittsburgh, PA, USA"
6824,"New Tripoli, PA, USA"
6825,"Glenmoore, PA, USA"
6826,"Lebanon, PA, USA"
6827,"Newtown Square, PA, USA"
6828,"Ardmore, PA, USA"
6829,"Plymouth Meeting, PA, USA"
6830,"Berwick, PA, USA"
6831,"Mc Connellsburg, PA, USA"
6832,"West chester, PA, USA"
6833,"Southampton, PA, USA"
6834,"Dallastown, PA, USA"
6835,"Enola, PA, USA"
6836,"Holland, PA, USA"
6837,"Akron, PA, USA"
6838,"Wrightsville, PA, USA"
6839,"East Berlin, PA, USA"
6840,"Breinigsville, PA, USA"
6841,"Lykens, PA, USA"
6842,"Felton, PA, USA"
6843,"Bernville, PA, USA"
6844,"Sellersville, PA, USA"
6845,"Cresco, PA, USA"
6846,"Manheim, PA, USA"
6847,"Carlisle, PA, USA"
6848,"Pine Grove, PA, USA"
6849,"Hollidaysburg, PA, USA"
6850,"Mount Joy, PA, USA"
6851,"Emmaus, PA, USA"
6852,"Hatboro, PA, USA"
6853,"Moscow, PA, USA"
6854,"Lewisburg, PA, USA"
6855,"Green Lane, PA, USA"
6856,"Upper Darby, PA, USA"
6857,"Downingtown, PA, USA"
6858,"Gibsonia, PA, USA"
6859,"State College, PA, USA"
6860,"Bedford, PA, USA"
6861,"Boalsburg, PA, USA"
6862,"Philipsburg, PA, USA"
6863,"Norwood, PA, USA"
6864,"Blue Bell, PA, USA"
6865,"Carversville, PA, USA"
6866,"New Britain, PA, USA"
6867,"Fairless Hills, PA, USA"
6868,"Ottsville, PA, USA"
6869,"Huntingdon Valley, PA, USA"
6870,"Spring Grove, PA, USA"
6871,"Souderton, PA, USA"
6872,"Glen Mills, PA, USA"
6873,"Easton, PA, USA"
6874,"Gordonville, PA, USA"
6875,"Fairfield, PA, USA"
6876,"Gardners, PA, USA"
6877,"Dunmore, PA, USA"
6878,"Quarryville, PA, USA"
6879,"Wilkes Barre, PA, USA"
6880,"Bellefonte, PA, USA"
6881,"Jeffersonville, PA, USA"
6882,"Bethel, PA, USA"
6883,"King of Prussia, PA, USA"
6884,"NAZARETH, PA, USA"
6885,"Columbia, PA, USA"
6886,"Exton, PA, USA"
6887,"Garnet Valley, PA, USA"
6888,"Loganton, PA, USA"
6889,"Pottsville, PA, USA"
6890,"New Ringgold, PA, USA"
6891,"Bangor, PA, USA"
6892,"Conshohocken, PA, USA"
6893,"Etters, PA, USA"
6894,"Newville, PA, USA"
6895,"Lewisberry, PA, USA"
6896,"Hanover, PA, USA"
6897,"Denver, PA, USA"
6898,"Broomall, PA, USA"
6899,"Stroudsburg, PA, USA"
6900,"Hummelstown, PA, USA"
6901,"Matamoras, PA, USA"
6902,"Barnesville, PA, USA"
6903,"Meadowbrook, PA, USA"
6904,"Kunkletown, PA, USA"
6905,"Dallas, PA, USA"
6906,"glen rock, PA, USA"
6907,"North East, PA, USA"
6908,"Malvern, PA, USA"
6909,"Minersville, PA, USA"
6910,"Blanchard, PA, USA"
6911,"Sunbury, PA, USA"
6912,"Leesport, PA, USA"
6913,"Halifax, PA, USA"
6914,"Millerstown, PA, USA"
6915,"Lincoln University, PA, USA"
6916,"Lititz, PA, USA"
6917,"Elverson, PA, USA"
6918,"Kingston, PA, USA"
6919,"Ridley Park, PA, USA"
6920,"Flourtown, PA, USA"
6921,"Skippack, PA, USA"
6922,"Huntingdon, PA, USA"
6923,"York Haven, PA, USA"
6924,"Charlestown, PA, USA"
6925,"Langhorne, PA, USA"
6926,"Howard, PA, USA"
6927,"Loysville, PA, USA"
6928,"BANGOR, PA, USA"
6929,"Spring Mills, PA, USA"
6930,"Port Royal, PA, USA"
6931,"White Haven, PA, USA"
6932,"Bath, PA, USA"
6933,"Elizabethtown, PA, USA"
6934,"Clifton Heights, PA, USA"
6935,"COOPERSBURG, PA, USA"
6936,"Waynesboro, PA, USA"
6937,"Centre Hall, PA, USA"
6938,"Butler, PA, USA"
6939,"Mc Alisterville, PA, USA"
6940,"Olyphant, PA, USA"
6941,"Stillwater, PA, USA"
6942,"Thomasville, PA, USA"
6943,"Ebensburg, PA, USA"
6944,"BUSHKILL, PA, USA"
6945,"Parkesburg, PA, USA"
6946,"New Brighton, PA, USA"
6947,"Audubon, PA, USA"
6948,"Ronks, PA, USA"
6949,"Macungie, PA, USA"
6950,"Friendsville, PA, USA"
6951,"Conneaut Lake, PA, USA"
6952,"Hazleton, PA, USA"
6953,"Ashland, PA, USA"
6954,"Lackawaxen, PA, USA"
6955,"Honesdale, PA, USA"
6956,"South Park, PA, USA"
6957,"Lake Harmony, PA, USA"
6958,"Troy, PA, USA"
6959,"Linden, PA, USA"
6960,"Mercersburg, PA, USA"
6961,"Bethel Park, PA, USA"
6962,"Reynoldsville, PA, USA"
6963,"Dresher, PA, USA"
6964,"Wernersville, PA, USA"
6965,"Chester Springs, PA, USA"
6966,"Port Matilda, PA, USA"
6967,"Allison Park, PA, USA"
6968,"Dalton, PA, USA"
6969,"Oakmont, PA, USA"
6970,"Mechanicsburg, PA, USA"
6971,"Murrysville, PA, USA"
6972,"Aston, PA, USA"
6973,"Beach Lake, PA, USA"
6974,"Mechancsbrg, PA, USA"
6975,"Willow Street, PA, USA"
6976,"Whitehall, PA, USA"
6977,"New Alexandria, PA, USA"
6978,"New Cumberland, PA, USA"
6979,"McAlistervle, PA, USA"
6980,"Holtwood, PA, USA"
6981,"New Providence, PA, USA"
6982,"pottsville, PA, USA"
6983,"Damascus, PA, USA"
6984,"dover, PA, USA"
6985,"Camp Hill, PA, USA"
6986,"Sacramento, PA, USA"
6987,"Lake Ariel, PA, USA"
6988,"Honey Brook, PA, USA"
6989,"Fawn Grove, PA, USA"
6990,"Sciota, PA, USA"
6991,"Coatsville, PA, USA"
6992,"PORTLAND, PA, USA"
6993,"Clarks Summit, PA, USA"
6994,"Bowmansdale, PA, USA"
6995,"Ephrata, PA, USA"
6996,"Paradise, PA, USA"
6997,"Blawnox, PA, USA"
6998,"Saylorsburg, PA, USA"
6999,"Linesville, PA, USA"
7000,"Glenville, PA, USA"
7001,"Dunbar, PA, USA"
7002,"Danville, PA, USA"
7003,"Albrightsville, PA, USA"
7004,"SCRANTON, PA, USA"
7005,"DALTON, PA, USA"
7006,"Mohnton, PA, USA"
7007,"landenberg, PA, USA"
7008,"wilkes barre, PA, USA"
7009,"Hawley, PA, USA"
7010,"Riegelsville, PA, USA"
7011,"PHiladelphia, PA, USA"
7012,"Latrobe, PA, USA"
7013,"Landisburg, PA, USA"
7014,"Windsor, PA, USA"
7015,"Abington, PA, USA"
7016,"Alburtis, PA, USA"
7017,"Nanticoke, PA, USA"
7018,"North Wales, PA, USA"
7019,"Orangeville, PA, USA"
7020,"Bensalem, PA, USA"
7021,"Atglen, PA, USA"
7022,"Mount Bethel, PA, USA"
7023,"New Columbia, PA, USA"
7024,"Oreland, PA, USA"
7025,"middlebury center, PA, USA"
7026,"Gettysburg, PA, USA"
7027,"Mill Hall, PA, USA"
7028,"Turbotville, PA, USA"
7029,"Mcveytown, PA, USA"
7030,"Erie, PA, USA"
7031,"Newmanstown, PA, USA"
7032,"Devon, PA, USA"
7033,"Orrtanna, PA, USA"
7034,"Mertztown, PA, USA"
7035,"Hellam, PA, USA"
7036,"Glenside, PA, USA"
7037,"Strasburg, PA, USA"
7038,"Prosperity, PA, USA"
7039,"Kintnersville, PA, USA"
7040,"Vestal, PA, USA"
7041,"Towanda, PA, USA"
7042,"Tyler Hill, PA, USA"
7043,"Barto, PA, USA"
7044,"New Era, PA, USA"
7045,"Aspers, PA, USA"
7046,"Douglassville, PA, USA"
7047,"Industry, PA, USA"
7048,"Andreas, PA, USA"
7049,"stroudsburg, PA, USA"
7050,"archbald, PA, USA"
7051,"Ivyland, PA, USA"
7052,"Kirkwood, PA, USA"
7053,"Oley, PA, USA"
7054,"Mifflintown, PA, USA"
7055,"Germansville, PA, USA"
7056,"Chester, PA, USA"
7057,"Kinzers, PA, USA"
7058,"blakeslee, PA, USA"
7059,"saylorsburg, PA, USA"
7060,"BOWERS, PA, USA"
7061,"Rowland, PA, USA"
7062,"Trout Run, PA, USA"
7063,"Stevens, PA, USA"
7064,"East Greenville, PA, USA"
7065,"Lakeville, PA, USA"
7066,"East Nantmeal, PA, USA"
7067,"Washington Boro, PA, USA"
7068,"Greensburg, PA, USA"
7069,"Addison, PA, USA"
7070,"Drums, PA, USA"
7071,"Lower Burrell, PA, USA"
7072,"Mifflinburg, PA, USA"
7073,"Myerstown, PA, USA"
7074,"CLARKS SUMMIT, PA, USA"
7075,"Dingmans Ferry, PA, USA"
7076,"Robesonia, PA, USA"
7077,"Pitman, PA, USA"
7078,"Newport, PA, USA"
7079,"Wexford, PA, USA"
7080,"New Holland, PA, USA"
7081,"Watsontown, PA, USA"
7082,"Radnor, PA, USA"
7083,"effort, PA, USA"
7084,"drums, PA, USA"
7085,"Carbondale, PA, USA"
7086,"TOPTON, PA, USA"
7087,"milford, PA, USA"
7088,"Villanova, PA, USA"
7089,"Womelsdorf, PA, USA"
7090,"Orwigsburg, PA, USA"
7091,"Pennsdale, PA, USA"
7092,"East Norriton, PA, USA"
7093,"Lafayette Hill, PA, USA"
7094,"Auburn, PA, USA"
7095,"Colmar, PA, USA"
7096,"Schuylkill Haven, PA, USA"
7097,"Birdsboro, PA, USA"
7098,"Stewartstown, PA, USA"
7099,"Warminster, PA, USA"
7100,"Middletown, PA, USA"
7101,"wind Gap, PA, USA"
7102,"Paoli, PA, USA"
7103,"pottstown, PA, USA"
7104,"Morrisville, PA, USA"
7105,"Media, PA, USA"
7106,"Gap, PA, USA"
7107,"St Davids, PA, USA"
7108,"Burnham, PA, USA"
7109,"Lemoyne, PA, USA"
7110,"Limerick, PA, USA"
7111,"Telford, PA, USA"
7112,"McVeytown, PA, USA"
7113,"Conestoga, PA, USA"
7114,"Tamaqua, PA, USA"
7115,"Mc Sherrystown, PA, USA"
7116,"Middletown Twp, PA, USA"
7117,"Mount Union, PA, USA"
7118,"McClure, PA, USA"
7119,"Bala Cynwyd, PA, USA"
7120,"Fleetwood, PA, USA"
7121,"King Of Prussia, PA, USA"
7122,"Bryn Mawr, PA, USA"
7123,"East Earl, PA, USA"
7124,"Trevose, PA, USA"
7125,"Lansdowne, PA, USA"
7126,"New Oxford, PA, USA"
7127,"Shoemakersville, PA, USA"
7128,"Hellertown, PA, USA"
7129,"West Conshohocken, PA, USA"
7130,"Berwyn, PA, USA"
7131,"New Freedom, PA, USA"
7132,"Hamlin, PA, USA"
7133,"New London, PA, USA"
7134,"greeley, PA, USA"
7135,"Tannersville, PA, USA"
7136,"Kennet Square, PA, USA"
7137,"Oxford, PA, USA"
7138,"Bally, PA, USA"
7139,"Saint Marys, PA, USA"
7140,"Mount Pocono, PA, USA"
7141,"Richland, PA, USA"
7142,"Boothwyn, PA, USA"
7143,"coatesville, PA, USA"
7144,"Bristol, PA, USA"
7145,"OLEY, PA, USA"
7146,"Upper Mt. Bethel, PA, USA"
7147,"Milroy, PA, USA"
7148,"Hegins, PA, USA"
7149,"Punxsutawney, PA, USA"
7150,"Julian, PA, USA"
7151,"Shickshinny, PA, USA"
7152,"Fredericksburg, PA, USA"
7153,"Christiana, PA, USA"
7154,"Thornhurst, PA, USA"
7155,"Orefield, PA, USA"
7156,"Waynesburg, PA, USA"
7157,"shavertown, PA, USA"
7158,"Revere, PA, USA"
7159,"Jefferson Twp, PA, USA"
7160,"Uniontown, PA, USA"
7161,"Holbrook, PA, USA"
7162,"Catawissa, PA, USA"
7163,"Lewistown, PA, USA"
7164,"worcester, PA, USA"
7165,"Tunkhannock, PA, USA"
7166,"cs, PA, USA"
7167,"Venetia, PA, USA"
7168,"East Stroudsburg, PA, USA"
7169,"Hop Bottom, PA, USA"
7170,"Elkins Park, PA, USA"
7171,"Landenburg, PA, USA"
7172,"Nesquehoning, PA, USA"
7173,"Worcester, PA, USA"
7174,"Dalmatia, PA, USA"
7175,"West Lawn, PA, USA"
7176,"Greentown, PA, USA"
7177,"Pineville, PA, USA"
7178,"Northampton, PA, USA"
7179,"Archbald, PA, USA"
7180,"Georgetown, PA, USA"
7181,"Tyrone, PA, USA"
7182,"Cogan Station, PA, USA"
7183,"Sayre, PA, USA"
7184,"Girard, PA, USA"
7185,"Eagleville, PA, USA"
7186,"Nottingham, PA, USA"
7187,"McKees Rocks, PA, USA"
7188,"Canton, PA, USA"
7189,"Pine Grove Mills, PA, USA"
7190,"York Springs, PA, USA"
7191,"Palmyra, PA, USA"
7192,"Mountville, PA, USA"
7193,"Smoketown, PA, USA"
7194,"Newfoundland, PA, USA"
7195,"Laceyville, PA, USA"
7196,"Phila, PA, USA"
7197,"Wrightstown, PA, USA"
7198,"Hunker, PA, USA"
7199,"Plainfield, PA, USA"
7200,"Mohrsville, PA, USA"
7201,"sugarloaf, PA, USA"
7202,"Wyncote, PA, USA"
7203,"Narvon, PA, USA"
7204,"ZIONSVILLE, PA, USA"
7205,"Wind Gap, PA, USA"
7206,"Fombell, PA, USA"
7207,"Schnecksville, PA, USA"
7208,"Delta, PA, USA"
7209,"Airville, PA, USA"
7210,"Trooper, PA, USA"
7211,"Wellsville, PA, USA"
7212,"Pittston, PA, USA"
7213,"Windber, PA, USA"
7214,"felton, PA, USA"
7215,"Churchill, PA, USA"
7216,"bangor, PA, USA"
7217,"Shermansdale, PA, USA"
7218,"Ashley, PA, USA"
7219,"Jamison, PA, USA"
7220,"Johnstown, PA, USA"
7221,"Andalusia, PA, USA"
7222,"Greencastle, PA, USA"
7223,"Walnutport, PA, USA"
7224,"Mt Aetna, PA, USA"
7225,"Equinunk, PA, USA"
7226,"Jefferson, PA, USA"
7227,"Warrior's Mark, PA, USA"
7228,"Thornton, PA, USA"
7229,"Hartstown, PA, USA"
7230,"Pennsburg, PA, USA"
7231,"COLUMBIA CROSS Roads, PA, USA"
7232,"Hanover Township, PA, USA"
7233,"Garnett Valley, PA, USA"
7234,"Fritztown, PA, USA"
7235,"Paxinos, PA, USA"
7236,"Shenandoah, PA, USA"
7237,"New Park, PA, USA"
7238,"Summit Hill, PA, USA"
7239,"Landisville, PA, USA"
7240,"Sewickley, PA, USA"
7241,"Abbottstown, PA, USA"
7242,"East Fallowfield, PA, USA"
7243,"Saint Thomas, PA, USA"
7244,"Edinboro, PA, USA"
7245,"Washington, PA, USA"
7246,"Yoe, PA, USA"
7247,"Wyalusing, PA, USA"
7248,"Marietta, PA, USA"
7249,"Muncy, PA, USA"
7250,"Millersville, PA, USA"
7251,"Dingmans ferry, PA, USA"
7252,"-1, PA, USA"
7253,"Center Valley, PA, USA"
7254,"Line lexington, PA, USA"
7255,"carlisle, PA, USA"
7256,"Meadville, PA, USA"
7257,"Red Lion, PA, USA"
7258,"Lemont, PA, USA"
7259,"ROBESONIA, PA, USA"
7260,"Kimberton, PA, USA"
7261,"Worthington, PA, USA"
7262,"Freeburg, PA, USA"
7263,"Dauphin, PA, USA"
7264,"Evans City, PA, USA"
7265,"Hickory, PA, USA"
7266,"South Gibson, PA, USA"
7267,"chalfont, PA, USA"
7268,"PA Furnace, PA, USA"
7269,"Temple, PA, USA"
7270,"Selinsgrove, PA, USA"
7271,"White haven, PA, USA"
7272,"Thorndale, PA, USA"
7273,"West Norriton, PA, USA"
7274,"Noxen, PA, USA"
7275,"Boiling Springs, PA, USA"
7276,"Dillsburg, PA, USA"
7277,"Rushville, PA, USA"
7278,"Lilitz, PA, USA"
7279,"McAdoo, PA, USA"
7280,"Scott twp, PA, USA"
7281,"Harveys Lake, PA, USA"
7282,"Mount Wolf, PA, USA"
7283,"Sanatoga, PA, USA"
7284,"Freeland, PA, USA"
7285,"Brownstown, PA, USA"
7286,"Wind gap, PA, USA"
7287,"Catasauqua, PA, USA"
7288,"Klingerstown, PA, USA"
7289,"Valley View, PA, USA"
7290,"Washington Crossing, PA, USA"
7291,"Pequea, PA, USA"
7292,"morrisville, PA, USA"
7293,"CARLISLE, PA, USA"
7294,"Point Pleasant, PA, USA"
7295,"PHILADELPHIA, PA, USA"
7296,"Drexel Hill, PA, USA"
7297,"centre hall, PA, USA"
7298,"Sweet valley, PA, USA"
7299,"Mount Pleasant Mills, PA, USA"
7300,"Springtown, PA, USA"
7301,"East Freedom, PA, USA"
7302,"Bird In Hand, PA, USA"
7303,"Tafton, PA, USA"
7304,"Leola, PA, USA"
7305,"West Alexander, PA, USA"
7306,"Effort, PA, USA"
7307,"Cheswick, PA, USA"
7308,"Frederick, PA, USA"
7309,"Lower Gwynedd, PA, USA"
7310,"Dublin, PA, USA"
7311,"Salfordville, PA, USA"
7312,"williamsport, PA, USA"
7313,"Morgantown, PA, USA"
7314,"New Bethlehem, PA, USA"
7315,"SAYLORSBURG, PA, USA"
7316,"mechanicsburg, PA, USA"
7317,"Thompsontown, PA, USA"
7318,"Sugarloaf, PA, USA"
7319,"lancaster, PA, USA"
7320,"Lock Haven, PA, USA"
7321,"Silverdale, PA, USA"
7322,"Montrose, PA, USA"
7323,"East Vincent, PA, USA"
7324,"Rutledge, PA, USA"
7325,"Leechburg, PA, USA"
7326,"LAKE ARIEL, PA, USA"
7327,"Baden, PA, USA"
7328,"waymart, PA, USA"
7329,"Bressler-stelton, PA, USA"
7330,"Mayfield, PA, USA"
7331,"MILLVILLE, PA, USA"
7332,"Reinholds, PA, USA"
7333,"Greenfield Township, PA, USA"
7334,"GAP, PA, USA"
7335,"Stowe, PA, USA"
7336,"Coal Township, PA, USA"
7337,"PALMYRA, PA, USA"
7338,"Pen Argyl, PA, USA"
7339,"Loganville, PA, USA"
7340,"MILLERSVILLE, PA, USA"
7341,"HUMMELSTOWN, PA, USA"
7342,"Harrison City, PA, USA"
7343,"Plains, PA, USA"
7344,"Shrewsbury, PA, USA"
7345,"Saxonburg, PA, USA"
7346,"Milan, PA, USA"
7347,"Littlestown, PA, USA"
7348,"Fairview, PA, USA"
7349,"Newburg, PA, USA"
7350,"Rydal, PA, USA"
7351,"Coraopolis, PA, USA"
7352,"hazelton, PA, USA"
7353,"chambersburg, PA, USA"
7354,"Granville Summit, PA, USA"
7355,"Milton, PA, USA"
7356,"Drumore, PA, USA"
7357,"Wyoming, PA, USA"
7358,"Union Dale, PA, USA"
7359,"Meyersdale, PA, USA"
7360,"Upper St. Clair, PA, USA"
7361,"East Waterford, PA, USA"
7362,"Fayetteville, PA, USA"
7363,"West Bristol, PA, USA"
7364,"Maple Glen, PA, USA"
7365,"Taylor, PA, USA"
7366,"Warfordsburg, PA, USA"
7367,"Feasterville, PA, USA"
7368,"Brogue, PA, USA"
7369,"philadelphia, PA, USA"
7370,"BERNVILLE, PA, USA"
7371,"South Williamsport, PA, USA"
7372,"Penndel, PA, USA"
7373,"Brodheadsville, PA, USA"
7374,"Apollo, PA, USA"
7375,"york, PA, USA"
7376,"Canadensis, PA, USA"
7377,"HELLERTOWN, PA, USA"
7378,"West Pittston, PA, USA"
7379,"Melrose Park, PA, USA"
7380,"Renovo, PA, USA"
7381,"Valencia, PA, USA"
7382,"Millville, PA, USA"
7383,"Elizabethville, PA, USA"
7384,"Morton, PA, USA"
7385,"West Hazleton, PA, USA"
7386,"Burgettstown, PA, USA"
7387,"Peach Bottom, PA, USA"
7388,"phoenixville, PA, USA"
7389,"Maytown, PA, USA"
7390,"Oakford, PA, USA"
7391,"collegeville, PA, USA"
7392,"Sadsburyville, PA, USA"
7393,"Friedens, PA, USA"
7394,"North Huntingdon, PA, USA"
7395,"Export, PA, USA"
7396,"New Bloomfield, PA, USA"
7397,"thompsontown, PA, USA"
7398,"Rheems, PA, USA"
7399,"Williamstown, PA, USA"
7400,"harrisburg, PA, USA"
7401,"Exeter, PA, USA"
7402,"Lederach, PA, USA"
7403,"West Nanticoke, PA, USA"
7404,"Forty Fort, PA, USA"
7405,"Cherry Ridge, PA, USA"
7406,"Marshalls Creek, PA, USA"
7407,"Shillington, PA, USA"
7408,"MC ALISTERVLE, PA, USA"
7409,"Jim Thorpe, PA, USA"
7410,"Spring Brook Twp, PA, USA"
7411,"Hulmeville, PA, USA"
7412,"Rochester, PA, USA"
7413,"New holland, PA, USA"
7414,"Biglerville, PA, USA"
7415,"Irwin, PA, USA"
7416,"Prospect, PA, USA"
7417,"RIEGELSVILLE, PA, USA"
7418,"Millersburg, PA, USA"
7419,"Freedom, PA, USA"
7420,"Warriors Mark, PA, USA"
7421,"Middlesex, PA, USA"
7422,"Northumberland, PA, USA"
7423,"Sarver, PA, USA"
7424,"Haverford, PA, USA"
7425,"aston, PA, USA"
7426,"Belleville, PA, USA"
7427,"Needmore, PA, USA"
7428,"Blakeslee, PA, USA"
7429,"Harborcreek, PA, USA"
7430,"Clarks Green, PA, USA"
7431,"PALMERTON, PA, USA"
7432,"Plumsteadville, PA, USA"
7433,"Zionsville, PA, USA"
7434,"king of Prussia, PA, USA"
7435,"New Derry, PA, USA"
7436,"Hollsopple, PA, USA"
7437,"Moosic, PA, USA"
7438,"LITITZ, PA, USA"
7439,"lebanon, PA, USA"
7440,"New Kensington, PA, USA"
7441,"Acme, PA, USA"
7442,"Indiana, PA, USA"
7443,"Central City, PA, USA"
7444,"Greenville, PA, USA"
7445,"Union City, PA, USA"
7446,"Dornsife, PA, USA"
7447,"Feasterville Trevose, PA, USA"
7448,"Hunlock Creek, PA, USA"
7449,"Blairsville, PA, USA"
7450,"Lehman, PA, USA"
7451,"Grantville, PA, USA"
7452,"Garrett Valley, PA, USA"
7453,"Gladwyne, PA, USA"
7454,"Lahaska, PA, USA"
7455,"Blue Ball, PA, USA"
7456,"Beaver, PA, USA"
7457,"Jeannette, PA, USA"
7458,"barto, PA, USA"
7459,"West Brandywine, PA, USA"
7460,"Bridgeville, PA, USA"
7461,"Ringtown, PA, USA"
7462,"Ft. Washington, PA, USA"
7463,"Forkston TWP, PA, USA"
7464,"Lock haven, PA, USA"
7465,"Natrona Heights, PA, USA"
7466,"PENNSBURG, PA, USA"
7467,"NEW HOPE, PA, USA"
7468,"Long Pond, PA, USA"
7469,"Cheltenham, PA, USA"
7470,"BOYERTOWN, PA, USA"
7471,"Milanville, PA, USA"
7472,"Bridgeport, PA, USA"
7473,"Factoryville, PA, USA"
7474,"Mt. Lebanon, PA, USA"
7475,"Weatherly, PA, USA"
