geopy location,coordinates
"Enfield, Hartford County, Connecticut, United States","(41.9789387, -72.5755109)"
"Plainfield, Windham County, Connecticut, United States","(41.6764876, -71.915073)"
"East Granby, Hartford County, Connecticut, 06026, United States","(41.9412081, -72.7273158)"
"Naugatuck, New Haven County, Connecticut, 06770, United States","(41.4860186, -73.0509432)"
"Willington, Tolland County, Connecticut, 06279, United States","(41.874428, -72.2598935)"
"Bantam, Litchfield, Litchfield County, Connecticut, United States","(41.724946, -73.24225915366614)"
"East Granby, Hartford County, Connecticut, 06026, United States","(41.9412081, -72.7273158)"
"Windsor, Hartford County, Connecticut, 06095, United States","(41.8525984, -72.6437022)"
"Franklin, New London County, Connecticut, 06254, United States","(41.6089873, -72.1459112)"
"Ashford, Windham County, Connecticut, United States","(41.8731532, -72.1214653)"
"East Lyme, New London County, Connecticut, United States","(41.3569909, -72.2258709)"
"Oxford, New Haven County, Connecticut, United States","(41.4351795, -73.1172769)"
"Sharon, Litchfield County, Connecticut, 06069, United States","(41.8792599, -73.4767897)"
"West Cornwall, Cornwall, Litchfield County, Connecticut, 06796, United States","(41.8714831, -73.3617859)"
"New Preston, Litchfield County, Connecticut, 06777, United States","(41.6791805, -73.35574608037183)"
"Granby, Hartford County, Connecticut, United States","(41.9539855, -72.7887071)"
"Redding, Fairfield County, Connecticut, United States","(41.3025956, -73.3834532)"
"Gaylordsville, New Milford, Litchfield County, Connecticut, 06755, United States","(41.646483, -73.4842905)"
"Hartford, Hartford County, Connecticut, United States","(41.764582, -72.6908547)"
"Gales Ferry, Ledyard, New London County, Connecticut, 06335, United States","(41.4298204, -72.0820212)"
"Winsted, Winchester, Litchfield County, Connecticut, 06098, United States","(41.927511, -73.07178492682925)"
"Kensington, Berlin, Hartford County, Connecticut, 06037, United States","(41.627159500000005, -72.77203315444712)"
"Norwalk, Fairfield County, Connecticut, United States","(41.1175966, -73.4078968)"
"Broad Brook, East Windsor, Hartford County, Connecticut, 06016, United States","(41.90854915, -72.54116814978696)"
"Cromwell, Middlesex County, Connecticut, 06416, United States","(41.5949942, -72.6455665)"
"Colebrook, Litchfield County, Connecticut, United States","(41.9895388, -73.0956646)"
"Oakdale, Montville, New London County, Connecticut, 06370, United States","(41.4662093, -72.1573008)"
"Putnam, Windham County, Connecticut, United States","(41.9153094, -71.9092563)"
"Waterbury, New Haven County, Connecticut, 06701, United States","(41.5538091, -73.0438362)"
"Windsor Locks, Hartford County, Connecticut, United States","(41.9281305, -72.643631)"
"Watertown, Litchfield County, Connecticut, United States","(41.6062078, -73.1181658)"
"Jewett City, Griswold, New London County, Connecticut, United States","(41.6067651, -71.9809081)"
"Killingworth, Middlesex County, Connecticut, United States","(41.3581545, -72.5637023)"
"Lakeside, Morris, Litchfield County, Connecticut, 06758, United States","(41.6823258, -73.2373)"
"Colchester, New London County, Connecticut, United States","(41.579503, -72.341581249226)"
"Burlington, Hartford County, Connecticut, 06013, United States","(41.7692648, -72.9645484)"
"Guilford, New Haven County, Connecticut, United States","(41.2889866, -72.6817616)"
"Unionville, Farmington, Hartford County, Connecticut, 06085-1185, United States","(41.7578769, -72.8862121)"
"Versailles, Sprague, New London County, Connecticut, 06383, United States","(41.6004276, -72.0452311)"
"Prospect, New Haven County, Connecticut, 06712, United States","(41.5023192, -72.9787163)"
"Noank, Groton, New London County, Connecticut, United States","(41.3278767, -71.9906292)"
"Chester, Middlesex County, Connecticut, 06412, United States","(41.4031547, -72.4509204)"
"East Hartland, Hartland, Hartford County, Connecticut, 06027, United States","(41.9989841, -72.9053787)"
"Oakville, Watertown, Litchfield County, Connecticut, 06779, United States","(41.589782, -73.07858882598426)"
"Beacon Falls, New Haven County, Connecticut, 06403, United States","(41.4428745, -73.062608)"
"Ridgefield, Fairfield County, Connecticut, 06877, United States","(41.2814842, -73.4981792)"
"Canterbury, Windham County, Connecticut, United States","(41.6984209, -71.9710811)"
"North Granby, Granby, Hartford County, Connecticut, 06060, United States","(42.0142369, -72.8440460289905)"
"Bridgewater, Litchfield County, Connecticut, 06752, United States","(41.5350949, -73.3662305)"
"West Granby, Granby, Hartford County, Connecticut, 06090, United States","(41.9562073, -72.8425984)"
"Cornwall Bridge, Cornwall, Litchfield County, Connecticut, 06753, United States","(41.8187057, -73.3709531)"
"Glastonbury, Hartford County, Connecticut, United States","(41.7123218, -72.608146)"
"Norfolk, Litchfield County, Connecticut, 06058, United States","(41.9939828, -73.2020577)"
"Weston, Fairfield County, Connecticut, 06883, United States","(41.2021302, -73.3812743)"
"West Suffield, Suffield, Hartford County, Connecticut, 06078:06093, United States","(41.9887073, -72.6920365)"
"Lisbon, New London County, Connecticut, 06351-3253, United States","(41.5866851, -72.0207809)"
"Scotland, Windham County, Connecticut, United States","(41.6981999, -72.082083)"
"Salisbury, Litchfield County, Connecticut, United States","(41.983426, -73.4212318)"
"Wilton, Fairfield County, Connecticut, United States","(41.1953739, -73.4378988)"
"North Grosvenordale, Thompson, Windham County, Connecticut, United States","(41.9856531, -71.8986833)"
"Willington, Tolland County, Connecticut, 06279, United States","(41.874428, -72.2598935)"
"Meriden, New Haven County, Connecticut, United States","(41.5381535, -72.8070435)"
"Rockfall, Middlefield, Middlesex County, Connecticut, 06481, United States","(41.5307248, -72.695896)"
"Pomfret, Windham County, Connecticut, United States","(41.8975977, -71.9625736)"
"Cornwall, Litchfield County, Connecticut, United States","(41.8437058, -73.3292848)"
"Bethlehem, Litchfield County, Connecticut, 06751, United States","(41.6393626, -73.2080798)"
"Killingworth, Middlesex County, Connecticut, United States","(41.3581545, -72.5637023)"
"Killingworth, Middlesex County, Connecticut, United States","(41.3581545, -72.5637023)"
"Montville, New London County, Connecticut, United States","(41.4649811, -72.1538184)"
"North Branford, New Haven County, Connecticut, United States","(41.3275971, -72.7673198)"
"East Hampton, Middlesex County, Connecticut, 06424, United States","(41.5744405, -72.49192364130434)"
"Trumbull, Fairfield County, Connecticut, United States","(41.2428742, -73.2006687)"
"Preston, New London County, Connecticut, United States","(41.5164035, -72.00877481828746)"
"Trumbull, Fairfield County, Connecticut, United States","(41.2428742, -73.2006687)"
"Durham, Middlesex County, Connecticut, 06422, United States","(41.4817647, -72.6812059)"
"Redding, Fairfield County, Connecticut, United States","(41.3025956, -73.3834532)"
"Old Saybrook, Middlesex County, Connecticut, 06475, United States","(41.2917652, -72.3761956)"
"Middlefield, Middlesex County, Connecticut, United States","(41.5165161, -72.7120793)"
"Moodus, East Haddam, Middlesex County, Connecticut, 06469, United States","(41.5039285, -72.44636569021739)"
"New Haven, New Haven County, Connecticut, United States","(41.3082138, -72.9250518)"
"Rocky Hill, Hartford County, Connecticut, 06067, United States","(41.6648216, -72.6392587)"
"Deep River, Middlesex County, Connecticut, 06417, United States","(41.3856546, -72.4356422)"
"Windham, Windham County, Connecticut, United States","(41.6993535, -72.1578243)"
"Moodus, East Haddam, Middlesex County, Connecticut, 06469, United States","(41.5039285, -72.44636569021739)"
"Voluntown, New London County, Connecticut, United States","(41.5706544, -71.8703497)"
"Ellington, Tolland County, Connecticut, 06029, United States","(41.9039863, -72.4698071)"
"Clinton, Middlesex County, Connecticut, United States","(41.2756115, -72.52853197757256)"
"East Haddam, Middlesex County, Connecticut, United States","(41.4529215, -72.4613902)"
"Hanover, Sprague, New London County, Connecticut, 06350, United States","(41.6425984, -72.065354)"
"Southington, Hartford County, Connecticut, United States","(41.6005435, -72.8782941)"
"Meriden, New Haven County, Connecticut, United States","(41.5381535, -72.8070435)"
"Old Saybrook, Middlesex County, Connecticut, 06475, United States","(41.2917652, -72.3761956)"
"Old Greenwich, Greenwich, Fairfield County, Connecticut, 06870, United States","(41.022875, -73.564846)"
"Hadlyme, Lyme, New London County, Connecticut, 06439, United States","(41.4203766, -72.4064743)"
"New Milford Turnpike, Marble Dale, New Preston, Litchfield County, Connecticut, 06777, United States","(41.671898, -73.3565349)"
"Orange, New Haven County, Connecticut, 06477, United States","(41.2784304, -73.0256609)"
"East Windsor, Hartford County, Connecticut, United States","(41.9156316, -72.6130726)"
"Milford, New Haven County, Connecticut, United States","(41.2222218, -73.0570603)"
"Westbrook, Middlesex County, Connecticut, 06498, United States","(41.285377, -72.4475874)"
"Easton, Fairfield County, Connecticut, United States","(41.2528738, -73.2973394)"
"Woodstock Valley, Woodstock, Windham County, Connecticut, 06282, United States","(41.9409304, -72.0717422)"
"Bethel, Fairfield County, Connecticut, 06801, United States","(41.372643, -73.412668)"
"Pomfret Center, Pomfret, Windham County, Connecticut, 06258, United States","(41.88732, -71.962018)"
"Warren, Litchfield County, Connecticut, 06754, United States","(41.7428733, -73.3487304)"
"Easton, Fairfield County, Connecticut, United States","(41.2528738, -73.2973394)"
"Redding, Fairfield County, Connecticut, United States","(41.3025956, -73.3834532)"
"Middlebury, New Haven County, Connecticut, 06762, United States","(41.5278742, -73.1276107)"
"Sterling, Windham County, Connecticut, United States","(41.707599, -71.828682)"
"South Windsor, Hartford County, Connecticut, United States","(41.8489872, -72.5717551)"
"Branford, New Haven County, Connecticut, United States","(41.2795414, -72.8150989)"
"Rogers, Killingly, Windham County, Connecticut, 06263, United States","(41.8403761, -71.9061836)"
"Rowayton, Belmont Place, Norwalk, Fairfield County, Connecticut, 06853, United States","(41.0777255, -73.4442745)"
"Ballouville, Killingly, Windham County, Connecticut, 06233, United States","(41.8729075, -71.8615393)"
"Collinsville, Hartford County, Connecticut, United States","(41.819925999999995, -72.91689474416097)"
"Essex, Middlesex County, Connecticut, United States","(41.353432, -72.3906406)"
"Southport, Fairfield, Fairfield County, Connecticut, 06890-1496, United States","(41.1364856, -73.2834486)"
"Cos Cob, Greenwich, Fairfield County, Connecticut, 06876, United States","(41.0334305, -73.5995698)"
"Riverton, Barkhamsted, Litchfield County, Connecticut, 06065, United States","(41.9628729, -73.0167726)"
"East Woodstock, Woodstock, Windham County, Connecticut, 06244, United States","(41.9837082, -71.977296)"
"Woodbridge, New Haven County, Connecticut, United States","(41.352597, -73.0084385)"
"Portland, Middlesex County, Connecticut, 06480, United States","(41.5728924, -72.6406905)"
"Storrs, Mansfield, Tolland County, Connecticut, United States","(41.80564555, -72.25413294148728)"
"Oneco, Sterling, Windham County, Connecticut, 06373, United States","(41.6937102, -71.8084037)"
"Westville, New Haven, New Haven County, Connecticut, 06515, United States","(41.3213431, -72.9651796)"
"Washington, Litchfield County, Connecticut, United States","(41.6314845, -73.3106731)"
"Northfield, Litchfield, Litchfield County, Connecticut, 06778, United States","(41.6948193, -73.1106655)"
"Moosup, Plainfield, Windham County, Connecticut, 06354, United States","(41.7128767, -71.8809054)"
"Shelton, Fairfield County, Connecticut, United States","(41.3164856, -73.0931641)"
"Riverside, Greenwich, Fairfield County, Connecticut, 06878, United States","(41.0337082, -73.57818)"
"Greens Farms, Fairfield County, Connecticut, United States","(41.1266542, -73.3191042)"
"Groton, New London County, Connecticut, 06340, United States","(41.3501598, -72.0761998)"
"Northford, North Branford, New Haven County, Connecticut, 06472, United States","(41.3937084, -72.7912096)"
"East Windsor, Hartford County, Connecticut, United States","(41.9156316, -72.6130726)"
"East Canaan, North Canaan, Litchfield County, Connecticut, 06024, United States","(42.0134264, -73.2837269)"
"Berlin, Hartford County, Connecticut, United States","(41.621488, -72.7456519)"
"Stony Creek, Branford, New Haven County, Connecticut, United States","(41.2645413, -72.746208)"
"South Windsor, Hartford County, Connecticut, United States","(41.8489872, -72.5717551)"
"Vernon Avenue, Rockville, Vernon, Tolland County, Connecticut, 06066, United States","(41.8543727, -72.4497587)"
"Weatogue, Simsbury, Hartford County, Connecticut, 06089, United States","(41.8452209, -72.82287288592715)"
"Putnam, Windham County, Connecticut, United States","(41.9153094, -71.9092563)"
"Central Manchester, Vernon, Tolland County, Connecticut, United States","(41.781326899999996, -72.53047449141525)"
"Suffield, Hartford County, Connecticut, United States","(41.9816944, -72.6506604)"
"East Haddam, Middlesex County, Connecticut, United States","(41.4529215, -72.4613902)"
"Madison, New Haven County, Connecticut, 06443, United States","(41.2794282, -72.5983151)"
"Harwinton, Litchfield County, Connecticut, 06791, United States","(41.7712085, -73.05983)"
"East Windsor Hill, South Windsor, Hartford County, Connecticut, 06074, United States","(41.860376, -72.6031451)"
"Old Saybrook, Middlesex County, Connecticut, 06475, United States","(41.2917652, -72.3761956)"
"Thompson, Windham County, Connecticut, United States","(41.9587089, -71.8625715)"
"Enfield, Hartford County, Connecticut, United States","(41.9789387, -72.5755109)"
"Wolcott, New Haven County, Connecticut, United States","(41.6023196, -72.9867718)"
"Wolcott, New Haven County, Connecticut, United States","(41.6023196, -72.9867718)"
"Dayville, Killingly, Windham County, Connecticut, United States","(41.8464872, -71.8875721)"
